date_time,volume,price,pct
09:17:16,1060,16.9,0.1
09:19:22,2100,16.9,0.1
09:33:11,3000,16.85,0.05
09:35:20,2000,16.85,0.05
09:39:18,2000,16.8,
09:40:01,3000,16.8,
09:44:16,3000,16.8,
09:59:50,2000,16.8,
10:00:08,1040,16.8,
10:00:14,2020,16.8,
10:01:41,2000,16.85,0.05
10:11:00,2000,16.9,0.1
10:14:36,1500,16.85,0.05
10:20:39,1040,16.85,0.05
10:20:52,1800,16.85,0.05
10:22:54,1340,16.85,0.05
10:23:49,3000,16.85,0.05
10:24:23,1570,16.85,0.05
10:31:43,1280,16.8,
10:39:48,5000,16.8,
11:10:10,8220,16.75,-0.05
11:10:11,1340,16.75,-0.05
11:13:21,1540,16.75,-0.05
11:24:26,2500,16.7,-0.1
11:25:51,2500,16.7,-0.1
11:26:26,2430,16.7,-0.1
13:01:17,1830,16.7,-0.1
13:02:20,1820,16.7,-0.1
13:02:50,5000,16.65,-0.15
13:04:47,2450,16.7,-0.1
13:04:57,1220,16.7,-0.1
13:05:33,1070,16.7,-0.1
13:07:45,3000,16.75,-0.05
13:08:12,5980,16.75,-0.05
13:08:25,2000,16.75,-0.05
13:08:37,3000,16.75,-0.05
13:11:27,1120,16.75,-0.05
13:12:00,2500,16.75,-0.05
13:12:47,1060,16.75,-0.05
13:17:43,5000,16.8,
13:17:48,2060,16.8,
13:18:23,5000,16.8,
13:18:29,1880,16.8,
13:33:03,9680,16.75,-0.05
13:43:53,2500,16.75,-0.05
13:46:05,8350,16.75,-0.05
13:47:26,1810,16.75,-0.05
13:55:28,4000,16.75,-0.05
13:56:41,1350,16.75,-0.05
14:00:08,1020,16.7,-0.1
14:05:38,3000,16.75,-0.05
14:07:32,1070,16.75,-0.05
14:09:36,1600,16.75,-0.05
14:10:26,1050,16.75,-0.05
14:10:37,1100,16.75,-0.05
14:13:46,1100,16.75,-0.05
14:14:50,1300,16.75,-0.05
14:19:25,1400,16.75,-0.05
14:19:45,2000,16.8,
14:19:49,2400,16.8,
14:19:51,2400,16.8,
14:19:52,3880,16.8,
14:20:42,1200,16.85,0.05
14:20:46,4900,16.8,
14:21:54,2960,16.85,0.05
14:22:45,2100,16.85,0.05
14:22:51,2100,16.85,0.05
14:24:47,2250,16.85,0.05
14:25:50,2080,16.85,0.05
14:25:56,1910,16.85,0.05
14:26:14,1700,16.8,
14:27:22,1800,16.85,0.05
14:29:34,1750,16.85,0.05
14:45:00,17440,16.8,
