date_time,volume,price,pct
09:17:21,1100,12.1,0.05
09:53:13,4160,12.05,
10:03:57,3700,12.05,
10:06:07,8000,12.0,-0.05
10:10:55,5000,12.1,0.05
10:24:39,1300,12.15,0.1
10:29:49,1360,12.15,0.1
10:32:35,5000,12.2,0.15
10:33:26,3740,12.3,0.25
10:34:01,1600,12.3,0.25
10:44:18,1110,12.25,0.2
10:47:15,2030,12.3,0.25
11:05:55,1870,12.2,0.15
11:28:10,2080,12.2,0.15
13:00:01,1200,12.15,0.1
13:31:45,1050,12.15,0.1
13:39:11,1020,12.2,0.15
13:55:02,1090,12.2,0.15
13:57:26,1290,12.2,0.15
14:09:34,3000,12.15,0.1
14:14:53,1170,12.15,0.1
14:45:02,5990,12.2,0.15
