date_time,volume,price,pct
09:15:01,1760,13.35,-0.05
09:28:21,1500,13.45,0.05
09:31:33,2010,13.5,0.1
09:33:39,1500,13.45,0.05
10:02:23,2000,13.45,0.05
10:20:14,1500,13.5,0.1
10:28:34,1170,13.45,0.05
10:39:55,3790,13.45,0.05
10:42:41,2000,13.5,0.1
11:01:50,3200,13.45,0.05
11:04:43,3000,13.45,0.05
11:07:42,1120,13.45,0.05
11:16:19,10000,13.45,0.05
11:28:36,1020,13.45,0.05
13:00:13,1360,13.45,0.05
13:03:56,3000,13.45,0.05
13:05:31,1670,13.45,0.05
13:19:46,2900,13.45,0.05
13:19:55,2240,13.45,0.05
13:29:14,1700,13.45,0.05
13:30:27,1590,13.45,0.05
13:32:58,2000,13.45,0.05
13:33:43,2000,13.45,0.05
13:52:48,2000,13.5,0.1
13:55:00,9290,13.45,0.05
13:55:01,1480,13.45,0.05
13:56:44,2830,13.45,0.05
14:01:02,2000,13.45,0.05
14:10:36,5000,13.45,0.05
14:11:19,1270,13.45,0.05
14:16:20,3000,13.45,0.05
14:17:44,2920,13.45,0.05
14:29:01,1500,13.5,0.1
14:45:02,11420,13.45,0.05
