date_time,volume,price,pct
09:15:00,17460,19.4,0.2
09:15:46,2290,19.25,0.05
09:17:21,7000,19.3,0.1
09:18:07,2000,19.3,0.1
09:18:24,3000,19.3,0.1
09:18:37,4000,19.35,0.15
09:18:52,4050,19.35,0.15
09:19:37,5900,19.3,0.1
09:19:39,2220,19.3,0.1
09:19:45,8000,19.35,0.15
09:20:10,1400,19.35,0.15
09:20:26,6000,19.4,0.2
09:22:37,1500,19.3,0.1
09:24:01,2000,19.3,0.1
09:24:09,1500,19.3,0.1
09:24:10,2000,19.3,0.1
09:30:35,1100,19.3,0.1
09:34:23,2000,19.25,0.05
09:34:30,3500,19.3,0.1
09:35:57,2900,19.3,0.1
09:36:56,1620,19.3,0.1
09:38:57,3000,19.3,0.1
09:40:21,5000,19.25,0.05
09:40:57,2000,19.25,0.05
09:41:30,2370,19.25,0.05
09:41:35,3000,19.25,0.05
09:41:51,2000,19.25,0.05
09:42:19,2020,19.25,0.05
09:43:19,4630,19.2,
09:45:33,1500,19.25,0.05
09:49:08,5760,19.25,0.05
09:50:34,8270,19.25,0.05
09:51:30,1440,19.25,0.05
09:52:06,1030,19.25,0.05
09:54:18,5000,19.25,0.05
10:00:47,1200,19.2,
10:02:23,29480,19.2,
10:03:09,1990,19.2,
10:04:30,4180,19.2,
10:04:50,1490,19.2,
10:05:33,5120,19.2,
10:05:34,2000,19.2,
10:05:48,4000,19.25,0.05
10:08:15,7680,19.2,
10:11:13,5500,19.2,
10:12:33,2550,19.2,
10:15:20,1900,19.25,0.05
10:19:53,7630,19.2,
10:24:36,1500,19.2,
10:24:46,1500,19.2,
10:33:40,2000,19.15,-0.05
10:33:53,3250,19.2,
10:34:13,1600,19.2,
10:34:54,2000,19.2,
10:40:36,4300,19.2,
10:45:00,2500,19.2,
10:46:15,2000,19.2,
10:48:43,1500,19.15,-0.05
10:51:48,1620,19.15,-0.05
10:52:29,2100,19.15,-0.05
10:55:24,2350,19.15,-0.05
10:55:41,1200,19.15,-0.05
10:58:50,23780,19.15,-0.05
11:00:52,7840,19.1,-0.1
11:01:13,1100,19.1,-0.1
11:01:17,5000,19.1,-0.1
11:01:33,2560,19.1,-0.1
11:01:34,2440,19.1,-0.1
11:01:41,4910,19.1,-0.1
11:01:58,14640,19.05,-0.15
11:02:49,2500,19.1,-0.1
11:12:13,3000,19.1,-0.1
11:13:15,2000,19.1,-0.1
11:13:54,1300,19.15,-0.05
11:15:24,5000,19.15,-0.05
11:15:27,1840,19.15,-0.05
11:22:13,1160,19.15,-0.05
11:25:00,2790,19.15,-0.05
11:25:37,1970,19.15,-0.05
13:00:01,1790,19.1,-0.1
13:00:28,1600,19.1,-0.1
13:01:33,2000,19.1,-0.1
13:01:45,5000,19.1,-0.1
13:01:50,1200,19.1,-0.1
13:04:21,2000,19.1,-0.1
13:05:19,2480,19.1,-0.1
13:05:56,2200,19.1,-0.1
13:06:00,2000,19.1,-0.1
13:06:07,1160,19.1,-0.1
13:06:26,5000,19.1,-0.1
13:06:35,1500,19.1,-0.1
13:06:41,2600,19.1,-0.1
13:07:29,1500,19.1,-0.1
13:07:43,1210,19.1,-0.1
13:07:45,1200,19.15,-0.05
13:08:36,1390,19.1,-0.1
13:09:39,2160,19.1,-0.1
13:11:07,1490,19.1,-0.1
13:11:17,1200,19.1,-0.1
13:13:43,2000,19.1,-0.1
13:15:25,2000,19.1,-0.1
13:17:29,1500,19.15,-0.05
13:18:18,2500,19.15,-0.05
13:18:40,2000,19.15,-0.05
13:18:45,2000,19.15,-0.05
13:19:52,1190,19.15,-0.05
13:20:26,3040,19.15,-0.05
13:23:43,2000,19.2,
13:24:40,5000,19.15,-0.05
13:24:46,2280,19.15,-0.05
13:26:45,1500,19.15,-0.05
13:26:51,2500,19.15,-0.05
13:27:55,1010,19.15,-0.05
13:28:18,1500,19.15,-0.05
13:31:46,3000,19.15,-0.05
13:32:12,1400,19.15,-0.05
13:33:01,7160,19.15,-0.05
13:35:17,2180,19.15,-0.05
13:36:35,1500,19.15,-0.05
13:36:55,5000,19.15,-0.05
13:38:13,1500,19.1,-0.1
13:39:57,3000,19.1,-0.1
13:42:55,5000,19.1,-0.1
13:43:20,2100,19.1,-0.1
13:48:29,4720,19.1,-0.1
13:48:49,2000,19.1,-0.1
13:49:20,5000,19.1,-0.1
13:49:27,5000,19.1,-0.1
13:49:44,1330,19.15,-0.05
13:49:47,9980,19.1,-0.1
13:50:09,1080,19.1,-0.1
13:54:57,5000,19.1,-0.1
13:55:01,1600,19.15,-0.05
13:56:19,1450,19.1,-0.1
13:58:59,1500,19.1,-0.1
13:59:33,2020,19.15,-0.05
13:59:57,3000,19.15,-0.05
14:00:07,1400,19.15,-0.05
14:00:10,1100,19.15,-0.05
14:01:21,2300,19.15,-0.05
14:03:56,2000,19.15,-0.05
14:04:40,1600,19.15,-0.05
14:04:51,1200,19.15,-0.05
14:05:06,1060,19.15,-0.05
14:05:14,1200,19.15,-0.05
14:05:16,2000,19.15,-0.05
14:13:50,2000,19.1,-0.1
14:14:58,2000,19.1,-0.1
14:16:15,4130,19.1,-0.1
14:16:38,2000,19.1,-0.1
14:16:57,3110,19.1,-0.1
14:17:10,1500,19.1,-0.1
14:17:46,4000,19.1,-0.1
14:17:49,3000,19.1,-0.1
14:17:50,1500,19.1,-0.1
14:17:57,1690,19.1,-0.1
14:18:22,1400,19.1,-0.1
14:19:37,4490,19.1,-0.1
14:20:12,1370,19.1,-0.1
14:22:06,10000,19.1,-0.1
14:24:43,1500,19.1,-0.1
14:25:13,1050,19.1,-0.1
14:25:19,2100,19.1,-0.1
14:25:55,1500,19.1,-0.1
14:27:33,3000,19.05,-0.15
14:28:39,1060,19.1,-0.1
14:28:46,5680,19.1,-0.1
14:45:00,38080,19.1,-0.1
