date_time,volume,price,pct
09:15:00,2340,16.85,0.1
09:18:58,1560,16.8,0.05
09:20:58,1500,16.85,0.1
09:36:16,3000,16.85,0.1
09:39:28,2000,16.85,0.1
09:43:45,1500,16.85,0.1
09:47:01,6200,16.8,0.05
09:51:48,1120,16.85,0.1
09:53:27,2000,16.85,0.1
09:57:59,2000,16.9,0.15
09:58:14,3000,16.9,0.15
10:00:38,1300,16.95,0.2
10:03:15,1700,16.95,0.2
10:03:45,3000,16.95,0.2
10:04:45,2000,16.9,0.15
10:06:29,3000,16.9,0.15
10:09:20,4390,16.9,0.15
10:11:49,1140,16.9,0.15
10:12:24,2000,16.9,0.15
10:14:51,1790,16.9,0.15
10:16:02,1410,16.9,0.15
10:18:48,1500,16.9,0.15
10:26:24,5000,16.9,0.15
10:43:54,5000,16.85,0.1
10:44:29,2000,16.85,0.1
10:49:17,2630,16.85,0.1
10:49:35,2000,16.8,0.05
10:58:06,1100,16.85,0.1
10:58:42,2000,16.85,0.1
11:27:05,2000,16.8,0.05
11:28:28,2600,16.8,0.05
13:00:10,2200,16.8,0.05
13:01:20,5000,16.8,0.05
13:03:27,1600,16.8,0.05
13:04:31,3000,16.8,0.05
13:05:43,5000,16.8,0.05
13:09:02,2000,16.8,0.05
13:10:34,2000,16.8,0.05
13:15:10,2980,16.8,0.05
13:19:28,10000,16.75,
13:21:16,1400,16.75,
13:26:21,5000,16.75,
13:26:30,2000,16.75,
13:27:12,1180,16.75,
13:29:18,2000,16.75,
13:29:26,1100,16.75,
13:33:18,3320,16.8,0.05
13:52:38,2850,16.8,0.05
13:59:07,1670,16.75,
14:04:08,2000,16.8,0.05
14:04:19,2300,16.75,
14:12:54,1010,16.8,0.05
14:16:28,2350,16.8,0.05
14:20:01,2000,16.75,
14:22:24,1880,16.8,0.05
14:22:46,3630,16.75,
14:24:32,2010,16.85,0.1
14:25:28,2000,16.85,0.1
14:27:23,1010,16.85,0.1
14:45:00,12550,16.8,0.05
