date_time,volume,price,pct
09:15:01,2720,11.25,0.05
09:22:59,2000,11.25,0.05
09:28:20,4390,11.3,0.1
09:32:21,1610,11.3,0.1
09:49:02,6380,11.25,0.05
10:08:58,3000,11.2,
10:15:56,2000,11.25,0.05
10:17:35,1200,11.25,0.05
11:23:18,2590,11.2,
11:25:01,3000,11.2,
11:25:11,2000,11.2,
11:25:42,2000,11.2,
13:00:08,1500,11.2,
13:05:39,20000,11.15,-0.05
13:05:47,2370,11.15,-0.05
13:05:55,17240,11.1,-0.1
13:06:40,1130,11.1,-0.1
13:11:38,3030,11.2,
13:11:55,1400,11.2,
13:21:18,1160,11.2,
13:22:50,5500,11.15,-0.05
13:25:45,1710,11.15,-0.05
13:38:13,1490,11.2,
13:49:52,7470,11.15,-0.05
14:23:33,1510,11.2,
14:26:56,1800,11.2,
14:28:28,1500,11.2,
14:45:03,6070,11.2,
